name,album,media_type,genre,composer,milliseconds,bytes,unitprice,tracks_sold,artist,file
Some Kind Of Monster,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505626,16557497,0.99,1,155,
Dirty Window,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324989,10670604,0.99,0,155,
Invisible Kid,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510197,16591800,0.99,1,155,
My World,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345626,11253756,0.99,1,155,
Shoot Me Again,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430210,14093551,0.99,2,155,
Sweet Amber,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327235,10616595,0.99,0,155,
The Unnamed Feeling,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429479,14014582,0.99,0,155,
Purify,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314017,10232537,0.99,0,155,
All Within My Hands,155,1,3,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527986,17162741,0.99,1,155,
Blackened,156,1,3,"James Hetfield, Lars Ulrich & Jason Newsted",403382,13254874,0.99,1,156,
...And Justice For All,156,1,3,"James Hetfield, Lars Ulrich & Kirk Hammett",585769,19262088,0.99,1,156,
Eye Of The Beholder,156,1,3,"James Hetfield, Lars Ulrich & Kirk Hammett",385828,12747894,0.99,1,156,
One,156,1,3,James Hetfield & Lars Ulrich,446484,14695721,0.99,0,156,
The Shortest Straw,156,1,3,James Hetfield and Lars Ulrich,395389,13013990,0.99,0,156,
Harvester Of Sorrow,156,1,3,James Hetfield and Lars Ulrich,345547,11377339,0.99,1,156,
The Frayed Ends Of Sanity,156,1,3,"James Hetfield, Lars Ulrich and Kirk Hammett",464039,15198986,0.99,1,156,
To Live Is To Die,156,1,3,"James Hetfield, Lars Ulrich and Cliff Burton",588564,19243795,0.99,1,156,
Dyers Eve,156,1,3,"James Hetfield, Lars Ulrich and Kirk Hammett",313991,10302828,0.99,0,156,
Springsville,157,1,2,J. Carisi,207725,6776219,0.99,0,157,
The Maids Of Cadiz,157,1,2,L. Delibes,233534,7505275,0.99,0,157,
The Duke,157,1,2,Dave Brubeck,214961,6977626,0.99,2,157,
My Ship,157,1,2,"Ira Gershwin, Kurt Weill",268016,8581144,0.99,1,157,
Miles Ahead,157,1,2,"Miles Davis, Gil Evans",209893,6807707,0.99,0,157,
Blues For Pablo,157,1,2,Gil Evans,318328,10218398,0.99,0,157,
New Rhumba,157,1,2,A. Jamal,276871,8980400,0.99,0,157,
The Meaning Of The Blues,157,1,2,"R. Troup, L. Worth",168594,5395412,0.99,1,157,
Lament,157,1,2,J.J. Johnson,134191,4293394,0.99,1,157,
I Don't Wanna Be Kissed (By Anyone But You),157,1,2,"H. Spina, J. Elliott",191320,6219487,0.99,1,157,
Springsville (Alternate Take),157,1,2,J. Carisi,196388,6382079,0.99,0,157,
Blues For Pablo (Alternate Take),157,1,2,Gil Evans,212558,6900619,0.99,1,157,
The Meaning Of The Blues/Lament (Alternate Take),157,1,2,"J.J. Johnson/R. Troup, L. Worth",309786,9912387,0.99,0,157,
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),157,1,2,"H. Spina, J. Elliott",192078,6254796,0.99,0,157,
Coração De Estudante,158,1,7,"Wagner Tiso, Milton Nascimento",238550,7797308,0.99,1,158,
A Noite Do Meu Bem,158,1,7,Dolores Duran,220081,7125225,0.99,1,158,
Paisagem Na Janela,158,1,7,"Lô Borges, Fernando Brant",197694,6523547,0.99,1,158,
Cuitelinho,158,1,7,Folclore,209397,6803970,0.99,0,158,
Caxangá,158,1,7,"Milton Nascimento, Fernando Brant",245551,8144179,0.99,0,158,
Nos Bailes Da Vida,158,1,7,"Milton Nascimento, Fernando Brant",275748,9126170,0.99,0,158,
Menestrel Das Alagoas,158,1,7,"Milton Nascimento, Fernando Brant",199758,6542289,0.99,2,158,
Brasil,158,1,7,"Milton Nascimento, Fernando Brant",155428,5252560,0.99,1,158,
Canção Do Novo Mundo,158,1,7,"Beto Guedes, Ronaldo Bastos",215353,7032626,0.99,0,158,
Um Gosto De Sol,158,1,7,"Milton Nascimento, Ronaldo Bastos",307200,9893875,0.99,0,158,
Solar,158,1,7,"Milton Nascimento, Fernando Brant",156212,5098288,0.99,0,158,
Para Lennon E McCartney,158,1,7,"Lô Borges, Márcio Borges, Fernando Brant",321828,10626920,0.99,1,158,
"Maria, Maria",158,1,7,"Milton Nascimento, Fernando Brant",72463,2371543,0.99,1,158,
Minas,159,1,7,"Milton Nascimento, Caetano Veloso",152293,4921056,0.99,0,159,
"Fé Cega, Faca Amolada",159,1,7,"Milton Nascimento, Ronaldo Bastos",278099,9258649,0.99,0,159,
Beijo Partido,159,1,7,Toninho Horta,229564,7506969,0.99,1,159,
Saudade Dos Aviões Da Panair (Conversando No Bar),159,1,7,"Milton Nascimento, Fernando Brant",268721,8805088,0.99,1,159,
Gran Circo,159,1,7,"Milton Nascimento, Márcio Borges",251297,8237026,0.99,0,159,
Ponta de Areia,159,1,7,"Milton Nascimento, Fernando Brant",272796,8874285,0.99,1,159,
Trastevere,159,1,7,"Milton Nascimento, Ronaldo Bastos",265665,8708399,0.99,0,159,
Idolatrada,159,1,7,"Milton Nascimento, Fernando Brant",286249,9426153,0.99,1,159,
Leila (Venha Ser Feliz),159,1,7,Milton Nascimento,209737,6898507,0.99,0,159,
Paula E Bebeto,159,1,7,"Milton Nascimento, Caetano Veloso",135732,4583956,0.99,0,159,
Simples,159,1,7,Nelson Angelo,133093,4326333,0.99,0,159,
Norwegian Wood,159,1,7,"John Lennon, Paul McCartney",413910,13520382,0.99,2,159,
Caso Você Queira Saber,159,1,7,"Beto Guedes, Márcio Borges",205688,6787901,0.99,1,159,
Ace Of Spades,160,1,3,Clarke/Kilmister/Taylor,169926,5523552,0.99,0,160,
Love Me Like A Reptile,160,1,3,Clarke/Kilmister/Taylor,203546,6616389,0.99,0,160,
Shoot You In The Back,160,1,3,Clarke/Kilmister/Taylor,160026,5175327,0.99,0,160,
Live To Win,160,1,3,Clarke/Kilmister/Taylor,217626,7102182,0.99,1,160,
Fast And Loose,160,1,3,Clarke/Kilmister/Taylor,203337,6643350,0.99,1,160,
(We Are) The Road Crew,160,1,3,Clarke/Kilmister/Taylor,192600,6283035,0.99,0,160,
Fire Fire,160,1,3,Clarke/Kilmister/Taylor,164675,5416114,0.99,0,160,
Jailbait,160,1,3,Clarke/Kilmister/Taylor,213916,6983609,0.99,1,160,
Dance,160,1,3,Clarke/Kilmister/Taylor,158432,5155099,0.99,1,160,
Bite The Bullet,160,1,3,Clarke/Kilmister/Taylor,98115,3195536,0.99,0,160,
The Chase Is Better Than The Catch,160,1,3,Clarke/Kilmister/Taylor,258403,8393310,0.99,0,160,
The Hammer,160,1,3,Clarke/Kilmister/Taylor,168071,5543267,0.99,0,160,
Dirty Love,160,1,3,Clarke/Kilmister/Taylor,176457,5805241,0.99,1,160,
Please Don't Touch,160,1,3,Heath/Robinson,169926,5557002,0.99,1,160,
Emergency,160,1,3,Dufort/Johnson/McAuliffe/Williams,180427,5828728,0.99,0,160,
Kir Royal,161,1,16,Mônica Marianno,234788,7706552,0.99,0,161,
O Que Vai Em Meu Coração,161,1,16,Mônica Marianno,255373,8366846,0.99,1,161,
Aos Leões,161,1,16,Mônica Marianno,234684,7790574,0.99,1,161,
Dois Índios,161,1,16,Mônica Marianno,219271,7213072,0.99,0,161,
Noite Negra,161,1,16,Mônica Marianno,206811,6819584,0.99,0,161,
Beijo do Olhar,161,1,16,Mônica Marianno,252682,8369029,0.99,0,161,
É Fogo,161,1,16,Mônica Marianno,194873,6501520,0.99,1,161,
Já Foi,161,1,16,Mônica Marianno,245681,8094872,0.99,1,161,
Só Se For Pelo Cabelo,161,1,16,Mônica Marianno,238288,8006345,0.99,0,161,
No Clima,161,1,16,Mônica Marianno,249495,8362040,0.99,0,161,
A Moça e a Chuva,161,1,16,Mônica Marianno,274625,8929357,0.99,1,161,
Demorou!,161,1,16,Mônica Marianno,39131,1287083,0.99,1,161,
Bitter Pill,162,1,3,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,0.99,0,162,
Enslaved,162,1,3,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,0.99,0,162,
"Girls, Girls, Girls",162,1,3,Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,0.99,0,162,
Kickstart My Heart,162,1,3,Nikki Sixx,283559,9237736,0.99,1,162,
Wild Side,162,1,3,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997,0.99,1,162,
Glitter,162,1,3,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094,0.99,0,162,
Dr. Feelgood,162,1,3,Mick Mars/Nikki Sixx,282618,9281875,0.99,0,162,
Same Ol' Situation,162,1,3,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,254511,8283958,0.99,1,162,
Home Sweet Home,162,1,3,Nikki Sixx/Tommy Lee/Vince Neil,236904,7697538,0.99,1,162,
Afraid,162,1,3,Nikki Sixx,248006,8077464,0.99,0,162,
Don't Go Away Mad (Just Go Away),162,1,3,Mick Mars/Nikki Sixx,279980,9188156,0.99,0,162,
Without You,162,1,3,Mick Mars/Nikki Sixx,268956,8738371,0.99,0,162,
Smokin' in The Boys Room,162,1,3,Cub Coda/Michael Lutz,206837,6735408,0.99,1,162,
Primal Scream,162,1,3,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,286197,9421164,0.99,1,162,
Too Fast For Love,162,1,3,Nikki Sixx,200829,6580542,0.99,0,162,
Looks That Kill,162,1,3,Nikki Sixx,240979,7831122,0.99,0,162,
Shout At The Devil,162,1,3,Nikki Sixx,221962,7281974,0.99,1,162,
Intro,163,1,1,Kurt Cobain,52218,1688527,0.99,1,163,
School,163,1,1,Kurt Cobain,160235,5234885,0.99,0,163,
Drain You,163,1,1,Kurt Cobain,215196,7013175,0.99,0,163,
Aneurysm,163,1,1,Nirvana,271516,8862545,0.99,0,163,
Smells Like Teen Spirit,163,1,1,Nirvana,287190,9425215,0.99,1,163,
Been A Son,163,1,1,Kurt Cobain,127555,4170369,0.99,1,163,
Lithium,163,1,1,Kurt Cobain,250017,8148800,0.99,0,163,
Sliver,163,1,1,Kurt Cobain,116218,3784567,0.99,0,163,
Spank Thru,163,1,1,Kurt Cobain,190354,6186487,0.99,1,163,
Scentless Apprentice,163,1,1,Nirvana,211200,6898177,0.99,1,163,
Heart-Shaped Box,163,1,1,Kurt Cobain,281887,9210982,0.99,0,163,
Milk It,163,1,1,Kurt Cobain,225724,7406945,0.99,0,163,
Negative Creep,163,1,1,Kurt Cobain,163761,5354854,0.99,0,163,
Polly,163,1,1,Kurt Cobain,149995,4885331,0.99,1,163,
Breed,163,1,1,Kurt Cobain,208378,6759080,0.99,1,163,
Tourette's,163,1,1,Kurt Cobain,115591,3753246,0.99,0,163,
Blew,163,1,1,Kurt Cobain,216346,7096936,0.99,0,163,
Smells Like Teen Spirit,164,1,1,Kurt Cobain,301296,9823847,0.99,1,164,
In Bloom,164,1,1,Kurt Cobain,254928,8327077,0.99,1,164,
Come As You Are,164,1,1,Kurt Cobain,219219,7123357,0.99,0,164,
Breed,164,1,1,Kurt Cobain,183928,5984812,0.99,0,164,
Lithium,164,1,1,Kurt Cobain,256992,8404745,0.99,0,164,
Polly,164,1,1,Kurt Cobain,177031,5788407,0.99,1,164,
Territorial Pissings,164,1,1,Kurt Cobain,143281,4613880,0.99,1,164,
Drain You,164,1,1,Kurt Cobain,223973,7273440,0.99,0,164,
Lounge Act,164,1,1,Kurt Cobain,156786,5093635,0.99,0,164,
Stay Away,164,1,1,Kurt Cobain,212636,6956404,0.99,0,164,
On A Plain,164,1,1,Kurt Cobain,196440,6390635,0.99,1,164,
Something In The Way,164,1,1,Kurt Cobain,230556,7472168,0.99,0,164,
Time,165,1,1,,96888,3124455,0.99,0,165,
P.S.Apareça,165,1,1,,209188,6842244,0.99,0,165,
Sangue Latino,165,1,1,,223033,7354184,0.99,2,165,
Folhas Secas,165,1,1,,161253,5284522,0.99,2,165,
Poeira,165,1,1,,267075,8784141,0.99,1,165,
Mágica,165,1,1,,233743,7627348,0.99,0,165,
Quem Mata A Mulher Mata O Melhor,165,1,1,,262791,8640121,0.99,1,165,
Mundaréu,165,1,1,,217521,7158975,0.99,1,165,
O Braço Da Minha Guitarra,165,1,1,,258351,8469531,0.99,1,165,
Deus,165,1,1,,284160,9188110,0.99,0,165,
Mãe Terra,165,1,1,,306625,9949269,0.99,1,165,
Às Vezes,165,1,1,,330292,10706614,0.99,1,165,
Menino De Rua,165,1,1,,329795,10784595,0.99,2,165,
Prazer E Fé,165,1,1,,214831,7031383,0.99,0,165,
Elza,165,1,1,,199105,6517629,0.99,1,165,
Requebra,166,1,7,,240744,8010811,0.99,0,166,
Nossa Gente (Avisa Là),166,1,7,,188212,6233201,0.99,2,166,
Olodum - Alegria Geral,166,1,7,,233404,7754245,0.99,0,166,
Madagáscar Olodum,166,1,7,,252264,8270584,0.99,0,166,
Faraó Divindade Do Egito,166,1,7,,228571,7523278,0.99,0,166,
Todo Amor (Asas Da Liberdade),166,1,7,,245133,8121434,0.99,1,166,
Denúncia,166,1,7,,159555,5327433,0.99,1,166,
"Olodum, A Banda Do Pelô",166,1,7,,146599,4900121,0.99,0,166,
Cartao Postal,166,1,7,,211565,7082301,0.99,0,166,
Jeito Faceiro,166,1,7,,217286,7233608,0.99,1,166,
Revolta Olodum,166,1,7,,230191,7557065,0.99,2,166,
Reggae Odoyá,166,1,7,,224470,7499807,0.99,1,166,
Protesto Do Olodum (Ao Vivo),166,1,7,,206001,6766104,0.99,1,166,
Olodum - Smile (Instrumental),166,1,7,,235833,7871409,0.99,1,166,
Vulcão Dub - Fui Eu,167,1,7,Bi Ribeira/Herbert Vianna/João Barone,287059,9495202,0.99,1,167,
O Trem Da Juventude,167,1,7,Herbert Vianna,225880,7507655,0.99,1,167,
Manguetown,167,1,7,Chico Science/Dengue/Lúcio Maia,162925,5382018,0.99,1,167,
"Um Amor, Um Lugar",167,1,7,Herbert Vianna,184555,6090334,0.99,1,167,
Bora-Bora,167,1,7,Herbert Vianna,182987,6036046,0.99,1,167,
Vai Valer,167,1,7,Herbert Vianna,206524,6899778,0.99,1,167,
I Feel Good (I Got You) - Sossego,167,1,7,James Brown/Tim Maia,244976,8091302,0.99,1,167,
Uns Dias,167,1,7,Herbert Vianna,240796,7931552,0.99,1,167,
Sincero Breu,167,1,7,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,208013,6921669,0.99,1,167,
Meu Erro,167,1,7,Herbert Vianna,188577,6192791,0.99,0,167,
Selvagem,167,1,7,Bi Ribeiro/Herbert Vianna/João Barone,148558,4942831,0.99,2,167,
Brasília 5:31,167,1,7,Herbert Vianna,178337,5857116,0.99,1,167,
Tendo A Lua,167,1,7,Herbert Vianna/Tet Tillett,198922,6568180,0.99,0,167,
Que País É Este,167,1,7,Renato Russo,216685,7137865,0.99,0,167,
Navegar Impreciso,167,1,7,Herbert Vianna,262870,8761283,0.99,1,167,
Feira Moderna,167,1,7,Beto Guedes/Fernando Brant/L Borges,182517,6001793,0.99,0,167,
Tequila - Lourinha Bombril (Parate Y Mira),167,1,7,Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,255738,8514961,0.99,0,167,
Vamo Batê Lata,167,1,7,Herbert Vianna,228754,7585707,0.99,1,167,
Life During Wartime,167,1,7,Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth,259186,8543439,0.99,1,167,
Nebulosa Do Amor,167,1,7,Herbert Vianna,203415,6732496,0.99,2,167,
Caleidoscópio,167,1,7,Herbert Vianna,256522,8484597,0.99,1,167,
Trac Trac,168,1,7,Fito Paez/Herbert Vianna,231653,7638256,0.99,1,168,
Tendo A Lua,168,1,7,Herbert Vianna/Tetê Tillet,219585,7342776,0.99,1,168,
Mensagen De Amor (2000),168,1,7,Herbert Vianna,183588,6061324,0.99,2,168,
Lourinha Bombril,168,1,7,Bahiano/Diego Blanco/Herbert Vianna,159895,5301882,0.99,0,168,
La Bella Luna,168,1,7,Herbert Vianna,192653,6428598,0.99,1,168,
Busca Vida,168,1,7,Herbert Vianna,176431,5798663,0.99,1,168,
Uma Brasileira,168,1,7,Carlinhos Brown/Herbert Vianna,217573,7280574,0.99,1,168,
Luis Inacio (300 Picaretas),168,1,7,Herbert Vianna,198191,6576790,0.99,1,168,
Saber Amar,168,1,7,Herbert Vianna,202788,6723733,0.99,2,168,
Ela Disse Adeus,168,1,7,Herbert Vianna,226298,7608999,0.99,1,168,
O Amor Nao Sabe Esperar,168,1,7,Herbert Vianna,241084,8042534,0.99,1,168,
Aonde Quer Que Eu Va,168,1,7,Herbert Vianna/Paulo Sérgio Valle,258089,8470121,0.99,0,168,
Caleidoscópio,169,1,7,,211330,7000017,0.99,1,169,
Óculos,169,1,7,,219271,7262419,0.99,1,169,
Cinema Mudo,169,1,7,,227918,7612168,0.99,1,169,
Alagados,169,1,7,,302393,10255463,0.99,0,169,
Lanterna Dos Afogados,169,1,7,,190197,6264318,0.99,1,169,
Melô Do Marinheiro,169,1,7,,208352,6905668,0.99,0,169,
Vital E Sua Moto,169,1,7,,210207,6902878,0.99,0,169,
O Beco,169,1,7,,189178,6293184,0.99,1,169,
Meu Erro,169,1,7,,208431,6893533,0.99,2,169,
Perplexo,169,1,7,,161175,5355013,0.99,1,169,
Me Liga,169,1,7,,229590,7565912,0.99,1,169,
Quase Um Segundo,169,1,7,,275644,8971355,0.99,1,169,
Selvagem,169,1,7,,245890,8141084,0.99,1,169,
Romance Ideal,169,1,7,,250070,8260477,0.99,2,169,
Será Que Vai Chover?,169,1,7,,337057,11133830,0.99,1,169,
SKA,169,1,7,,148871,4943540,0.99,1,169,
Bark at the Moon,170,2,1,O. Osbourne,257252,4601224,0.99,1,170,
I Don't Know,171,2,1,"B. Daisley, O. Osbourne & R. Rhoads",312980,5525339,0.99,1,171,
Crazy Train,171,2,1,"B. Daisley, O. Osbourne & R. Rhoads",295960,5255083,0.99,0,171,
Flying High Again,172,2,1,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",290851,5179599,0.99,2,172,
"Mama, I'm Coming Home",173,2,1,"L. Kilmister, O. Osbourne & Z. Wylde",251586,4302390,0.99,2,173,
No More Tears,173,2,1,"J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde",444358,7362964,0.99,1,173,
I Don't Know,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",283088,9207869,0.99,0,174,
Crazy Train,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",322716,10517408,0.99,1,174,
Believer,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",308897,10003794,0.99,1,174,
Mr. Crowley,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",344241,11184130,0.99,1,174,
Flying High Again,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",261224,8481822,0.99,1,174,
Relvelation (Mother Earth),174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",349440,11367866,0.99,1,174,
Steal Away (The Night),174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",485720,15945806,0.99,0,174,
Suicide Solution (With Guitar Solo),174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",467069,15119938,0.99,0,174,
Iron Man,174,1,3,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",172120,5609799,0.99,1,174,
Children Of The Grave,174,1,3,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",357067,11626740,0.99,2,174,
Paranoid,174,1,3,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",176352,5729813,0.99,1,174,
Goodbye To Romance,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",334393,10841337,0.99,0,174,
No Bone Movies,174,1,3,"O. Osbourne, R. Daisley, R. Rhoads",249208,8095199,0.99,0,174,
Dee,174,1,3,R. Rhoads,261302,8555963,0.99,1,174,
Shining In The Light,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",240796,7951688,0.99,1,175,
When The World Was Young,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",373394,12198930,0.99,1,175,
Upon A Golden Horse,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",232359,7594829,0.99,0,175,
Blue Train,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",405028,13170391,0.99,1,175,
Please Read The Letter,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",262112,8603372,0.99,0,175,
Most High,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",336535,10999203,0.99,1,175,
Heart In Your Hand,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",230896,7598019,0.99,1,175,
Walking Into Clarksdale,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",318511,10396315,0.99,2,175,
Burning Up,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",321619,10525136,0.99,0,175,
When I Was A Child,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",345626,11249456,0.99,0,175,
House Of Love,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",335699,10990880,0.99,0,175,
Sons Of Freedom,175,1,1,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",246465,8087944,0.99,1,175,
United Colours,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",330266,10939131,0.99,1,176,
Slug,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",281469,9295950,0.99,1,176,
Your Blue Room,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",328228,10867860,0.99,1,176,
Always Forever Now,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",383764,12727928,0.99,0,176,
A Different Kind Of Blue,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",120816,3884133,0.99,0,176,
Beach Sequence,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",212297,6928259,0.99,1,176,
Miss Sarajevo,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",340767,11064884,0.99,1,176,
Ito Okashi,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",205087,6572813,0.99,1,176,
One Minute Warning,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",279693,9335453,0.99,0,176,
Corpse (These Chains Are Way Too Long),176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",214909,6920451,0.99,0,176,
Elvis Ate America,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",180166,5851053,0.99,0,176,
Plot 180,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",221596,7253729,0.99,2,176,
Theme From The Swan,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",203911,6638076,0.99,1,176,
Theme From Let's Go Native,176,1,10,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",186723,6179777,0.99,0,176,
Wrathchild,177,1,1,Steve Harris,170396,5499390,0.99,0,177,
Killers,177,1,1,Paul Di'Anno/Steve Harris,309995,10009697,0.99,0,177,
Prowler,177,1,1,Steve Harris,240274,7782963,0.99,1,177,
Murders In The Rue Morgue,177,1,1,Steve Harris,258638,8360999,0.99,1,177,
Women In Uniform,177,1,1,Greg Macainsh,189936,6139651,0.99,1,177,
Remember Tomorrow,177,1,1,Paul Di'Anno/Steve Harris,326426,10577976,0.99,0,177,
Sanctuary,177,1,1,David Murray/Paul Di'Anno/Steve Harris,198844,6423543,0.99,1,177,
Running Free,177,1,1,Paul Di'Anno/Steve Harris,199706,6483496,0.99,0,177,
Phantom Of The Opera,177,1,1,Steve Harris,418168,13585530,0.99,0,177,
Iron Maiden,177,1,1,Steve Harris,235232,7600077,0.99,1,177,
Corduroy,178,1,1,Pearl Jam & Eddie Vedder,305293,9991106,0.99,1,178,
Given To Fly,178,1,1,Eddie Vedder & Mike McCready,233613,7678347,0.99,1,178,
"Hail, Hail",178,1,1,Stone Gossard & Eddie Vedder & Jeff Ament & Mike McCready,223764,7364206,0.99,0,178,
Daughter,178,1,1,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,407484,13420697,0.99,0,178,
Elderly Woman Behind The Counter In A Small Town,178,1,1,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,229328,7509304,0.99,0,178,
Untitled,178,1,1,Pearl Jam,122801,3957141,0.99,2,178,
MFC,178,1,1,Eddie Vedder,148192,4817665,0.99,1,178,
Go,178,1,1,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,161541,5290810,0.99,0,178,
Red Mosquito,178,1,1,Jeff Ament & Stone Gossard & Jack Irons & Mike McCready & Eddie Vedder,242991,7944923,0.99,0,178,
Even Flow,178,1,1,Stone Gossard & Eddie Vedder,317100,10394239,0.99,0,178,
Off He Goes,178,1,1,Eddie Vedder,343222,11245109,0.99,1,178,
Nothingman,178,1,1,Jeff Ament & Eddie Vedder,278595,9107017,0.99,1,178,
Do The Evolution,178,1,1,Eddie Vedder & Stone Gossard,225462,7377286,0.99,0,178,
Better Man,178,1,1,Eddie Vedder,246204,8019563,0.99,0,178,
Black,178,1,1,Stone Gossard & Eddie Vedder,415712,13580009,0.99,1,178,
F*Ckin' Up,178,1,1,Neil Young,377652,12360893,0.99,1,178,
Life Wasted,179,1,4,Stone Gossard,234344,7610169,0.99,0,179,
World Wide Suicide,179,1,4,Eddie Vedder,209188,6885908,0.99,1,179,
Comatose,179,1,4,Mike McCready & Stone Gossard,139990,4574516,0.99,0,179,
Severed Hand,179,1,4,Eddie Vedder,270341,8817438,0.99,1,179,
Marker In The Sand,179,1,4,Mike McCready,263235,8656578,0.99,0,179,
Parachutes,179,1,4,Stone Gossard,216555,7074973,0.99,0,179,
Unemployable,179,1,4,Matt Cameron & Mike McCready,184398,6066542,0.99,0,179,
Big Wave,179,1,4,Jeff Ament,178573,5858788,0.99,2,179,
Gone,179,1,4,Eddie Vedder,249547,8158204,0.99,1,179,
Wasted Reprise,179,1,4,Stone Gossard,53733,1731020,0.99,0,179,
Army Reserve,179,1,4,Jeff Ament,225567,7393771,0.99,0,179,
Come Back,179,1,4,Eddie Vedder & Mike McCready,329743,10768701,0.99,0,179,
Inside Job,179,1,4,Eddie Vedder & Mike McCready,428643,14006924,0.99,1,179,
Can't Keep,180,1,1,Eddie Vedder,219428,7215713,0.99,1,180,
Save You,180,1,1,Eddie Vedder/Jeff Ament/Matt Cameron/Mike McCready/Stone Gossard,230112,7609110,0.99,0,180,
Love Boat Captain,180,1,1,Eddie Vedder,276453,9016789,0.99,0,180,
Cropduster,180,1,1,Matt Cameron,231888,7588928,0.99,1,180,
Ghost,180,1,1,Jeff Ament,195108,6383772,0.99,1,180,
I Am Mine,180,1,1,Eddie Vedder,215719,7086901,0.99,0,180,
Thumbing My Way,180,1,1,Eddie Vedder,250226,8201437,0.99,0,180,
You Are,180,1,1,Matt Cameron,270863,8938409,0.99,0,180,
Get Right,180,1,1,Matt Cameron,158589,5223345,0.99,1,180,
